portfolio_id,date,value
1,2018-06-22,11409.245867289808
1,2018-06-23,11498.643760559744
1,2018-06-24,11585.279462615557
1,2018-06-25,11654.971235083562
1,2018-06-26,11566.418565282294
1,2018-06-27,11532.561181168214
1,2018-06-28,11642.812077430191
1,2018-06-29,11637.01236159227
1,2018-06-30,11860.943050969376
1,2018-07-01,11895.383580019954
1,2018-07-02,11913.48870799181
1,2018-07-03,11895.892475089462
1,2018-07-04,11909.600852191077
1,2018-07-05,11914.867224227102
1,2018-07-06,11941.795966341973
1,2018-07-07,12022.657321967532
1,2018-07-08,11934.7790304458
1,2018-07-09,11850.433552899187
1,2018-07-10,11719.037844694312
1,2018-07-11,11765.741931196399
1,2018-07-12,11675.410999274985
1,2018-07-13,11498.243544083747
1,2018-07-14,11554.484840721247
1,2018-07-15,11731.770044123583
1,2018-07-16,11761.712509419927
1,2018-07-17,11841.201303560512
1,2018-07-18,11835.488081188745
1,2018-07-19,11837.44087613423
1,2018-07-20,11945.238627555624
1,2018-07-21,11933.395463683719
1,2018-07-22,11969.026247597205
1,2018-07-23,12021.532727486006
1,2018-07-24,11989.144552698292
1,2018-07-25,12077.209076492929
1,2018-07-26,12051.030774988238
1,2018-07-27,11993.950785427125
1,2018-07-28,12025.25548897385
1,2018-07-29,11966.240256637284
1,2018-07-30,11939.032244981252
1,2018-07-31,11949.69338001529
1,2018-08-01,12065.74220261778
1,2018-08-02,12104.41948976153
1,2018-08-03,12122.222863044308
1,2018-08-04,12183.728020574841
1,2018-08-05,12324.067472161787
1,2018-08-06,12357.30115789261
1,2018-08-07,12381.337771170009
1,2018-08-08,12309.688530484791
1,2018-08-09,12232.930648934
1,2018-08-10,12186.85429737837
1,2018-08-11,12164.100688556387
1,2018-08-12,12097.201643216933
1,2018-08-13,12115.127915868166
1,2018-08-14,12173.206746770347
1,2018-08-15,12191.658228148845
1,2018-08-16,12205.329042790288
1,2018-08-17,12173.151906025525
1,2018-08-18,12031.990301933562
1,2018-08-19,11975.146787595713
1,2018-08-20,11940.117168357063
1,2018-08-21,11884.481870421798
1,2018-08-22,11916.670921453413
1,2018-08-23,12027.302199274243
1,2018-08-24,12123.87545107092
1,2018-08-25,12119.629852641141
1,2018-08-26,12230.467890409169
1,2018-08-27,12259.657330780268
1,2018-08-28,12258.890158662854
1,2018-08-29,12195.964252870766
1,2018-08-30,12215.313240239968
1,2018-08-31,12172.981604340615
1,2018-09-01,12194.386081904757
1,2018-09-02,12198.638695555965
1,2018-09-03,12234.253958488942
1,2018-09-04,12270.59618133572
1,2018-09-05,12343.649192900633
1,2018-09-06,12421.625117349337
1,2018-09-07,12294.802653429768
1,2018-09-08,12119.364803946244
1,2018-09-09,12205.969662222127
1,2018-09-10,12058.578162764348
1,2018-09-11,12063.029060420213
1,2018-09-12,11950.655051992728
1,2018-09-13,11823.670053635717
1,2018-09-14,11856.359349277342
1,2018-09-15,11908.988616800418
1,2018-09-16,11876.030972317058
1,2018-09-17,11668.804126415143
1,2018-09-18,11663.270862922396
1,2018-09-19,11695.963192268891
1,2018-09-20,11612.92429354474
1,2018-09-21,11600.437630920032
1,2018-09-22,11612.531039043277
1,2018-09-23,11655.667386989753
1,2018-09-24,11647.675944680224
1,2018-09-25,11591.661172573447
1,2018-09-26,11722.88512111872
1,2018-09-27,11694.748928920504
1,2018-09-28,11697.24399159258
1,2018-09-29,11633.498185338593
1,2018-09-30,11603.212772440364
1,2018-10-01,11548.008473798218
1,2018-10-02,11535.606900842677
1,2018-10-03,11672.671273639775
1,2018-10-04,11572.790128865394
1,2018-10-05,11496.650566811959
1,2018-10-06,11598.534783177618
1,2018-10-07,11577.010364847692
1,2018-10-08,11522.854347564235
1,2018-10-09,11620.685472482694
1,2018-10-10,11577.988008112781
1,2018-10-11,11698.842073538333
1,2018-10-12,11797.558887506586
1,2018-10-13,11776.991067437937
1,2018-10-14,11943.091612458256
1,2018-10-15,11910.810100017483
1,2018-10-16,11956.49095047255
1,2018-10-17,12004.81249402293
1,2018-10-18,12092.106714218942
1,2018-10-19,12235.703097287953
1,2018-10-20,12231.413867970916
1,2018-10-21,12196.106084997702
1,2018-10-22,12255.206438426936
1,2018-10-23,12208.134214524556
1,2018-10-24,12376.6655206561
1,2018-10-25,12395.56140087373
1,2018-10-26,12360.863199598658
1,2018-10-27,12362.810679589044
1,2018-10-28,12302.860026112457
1,2018-10-29,12213.427035966142
1,2018-10-30,12300.291276152251
1,2018-10-31,12248.68432279221
1,2018-11-01,12171.706177151736
1,2018-11-02,12207.096302895841
1,2018-11-03,12288.098545454262
1,2018-11-04,12385.641304699733
1,2018-11-05,12473.529083190359
1,2018-11-06,12403.562081397928
1,2018-11-07,12283.649381586216
1,2018-11-08,12411.759306176922
1,2018-11-09,12391.189017389355
1,2018-11-10,12389.103652418697
1,2018-11-11,12501.095210606796
1,2018-11-12,12555.052949322457
1,2018-11-13,12602.655569506469
1,2018-11-14,12770.371099049526
1,2018-11-15,12734.885054797756
1,2018-11-16,12820.256947376321
1,2018-11-17,12852.750474256252
1,2018-11-18,12881.218945675455
1,2018-11-19,13010.230813587601
1,2018-11-20,13097.750189559381
1,2018-11-21,13138.579802619923
1,2018-11-22,13252.264244396549
1,2018-11-23,13234.852299378827
1,2018-11-24,13157.461629824053
1,2018-11-25,13053.80674110091
1,2018-11-26,12930.07655243127
1,2018-11-27,13137.581381368169
1,2018-11-28,13041.564022894308
1,2018-11-29,12995.907458956064
1,2018-11-30,12993.235910556929
1,2018-12-01,13051.27570504942
1,2018-12-02,13141.700007996018
1,2018-12-03,13225.051118798576
1,2018-12-04,13199.885887697921
1,2018-12-05,13174.36170362012
1,2018-12-06,13248.68794686525
1,2018-12-07,13211.500389772742
1,2018-12-08,13357.068763855748
1,2018-12-09,13387.900146325142
1,2018-12-10,13470.693204839756
1,2018-12-11,13514.629830051075
1,2018-12-12,13644.53894820377
1,2018-12-13,13679.06596713328
1,2018-12-14,13520.918945740843
1,2018-12-15,13604.291565352742
1,2018-12-16,13550.309793302504
1,2018-12-17,13466.90555114721
1,2018-12-18,13551.439738541389
1,2018-12-19,13652.380507412396
1,2018-12-20,13661.046546380763
1,2018-12-21,13622.492142369625
1,2018-12-22,13789.733067538933
1,2018-12-23,13843.141454511568
1,2018-12-24,14120.65507378954
1,2018-12-25,14182.660388842602
1,2018-12-26,13989.03501577861
1,2018-12-27,14065.918088640612
1,2018-12-28,14127.664403564395
1,2018-12-29,14292.893837151792
1,2018-12-30,14366.718992022816
1,2018-12-31,14344.641927718336
1,2019-01-01,14231.797611199167
1,2019-01-02,14217.408877916827
1,2019-01-03,14127.900673598779
1,2019-01-04,14098.023599415446
1,2019-01-05,14158.228574079234
1,2019-01-06,14331.633837438883
1,2019-01-07,14360.848323779775
1,2019-01-08,14245.410610505643
1,2019-01-09,14300.896126112466
1,2019-01-10,14437.130944558028
1,2019-01-11,14393.004987849683
1,2019-01-12,14410.664217324838
1,2019-01-13,14383.428779263779
1,2019-01-14,14279.52688628752
1,2019-01-15,14386.779396931332
1,2019-01-16,14369.136520416063
1,2019-01-17,14425.585369924258
1,2019-01-18,14307.30548590478
1,2019-01-19,14250.101745511258
1,2019-01-20,14335.407930242509
1,2019-01-21,14328.111038842362
1,2019-01-22,14514.13743137201
1,2019-01-23,14477.567264228926
1,2019-01-24,14502.907558075474
1,2019-01-25,14604.778916388528
1,2019-01-26,14433.503962527444
1,2019-01-27,14257.062759725251
1,2019-01-28,14105.992138945241
1,2019-01-29,14255.730987610837
1,2019-01-30,14177.8203197752
1,2019-01-31,14459.630259182464
1,2019-02-01,14428.080460420062
1,2019-02-02,14432.281670761591
1,2019-02-03,14600.992758760345
1,2019-02-04,14787.298854546718
1,2019-02-05,15006.512113100887
1,2019-02-06,15192.040923179014
1,2019-02-07,15315.213171551111
1,2019-02-08,15367.119403867238
1,2019-02-09,15460.654661526245
1,2019-02-10,15383.920085670288
1,2019-02-11,15290.032740547478
1,2019-02-12,15324.794398758277
1,2019-02-13,15296.1646465251
1,2019-02-14,15298.377116160713
1,2019-02-15,15321.447339294424
1,2019-02-16,15440.589907011676
1,2019-02-17,15450.467375786899
1,2019-02-18,15618.84007501279
1,2019-02-19,15489.968252707298
1,2019-02-20,15443.3371988937
1,2019-02-21,15334.775542267143
1,2019-02-22,15187.36183811455
1,2019-02-23,15181.334800856283
1,2019-02-24,15166.156319357873
1,2019-02-25,15288.048911595644
1,2019-02-26,15361.105043805952
1,2019-02-27,15262.097465601388
1,2019-02-28,15479.725742011813
1,2019-03-01,15625.987787187638
1,2019-03-02,15740.473838817936
1,2019-03-03,15731.628781815652
1,2019-03-04,15633.341722208817
1,2019-03-05,15578.755028087275
1,2019-03-06,15748.841765427363
1,2019-03-07,15925.030272455288
1,2019-03-08,16111.491269431555
1,2019-03-09,16076.178091292066
1,2019-03-10,15891.763814590084
1,2019-03-11,15932.009173878167
1,2019-03-12,15749.735304330252
1,2019-03-13,15776.81464157763
1,2019-03-14,15783.941661611958
1,2019-03-15,15734.703523934355
1,2019-03-16,15539.905426748139
1,2019-03-17,15626.810658054792
1,2019-03-18,15545.517500548614
1,2019-03-19,15429.882463581134
1,2019-03-20,15058.48764015061
1,2019-03-21,15083.219685271906
1,2019-03-22,15292.90954154889
1,2019-03-23,15475.27682695951
1,2019-03-24,15443.00092168794
1,2019-03-25,15334.106811688753
1,2019-03-26,15439.629956170742
1,2019-03-27,15338.831976130303
1,2019-03-28,15320.534691317362
1,2019-03-29,15463.195147224296
1,2019-03-30,15584.660885527515
1,2019-03-31,15608.97303994385
1,2019-04-01,15551.72024091147
1,2019-04-02,15462.375489435364
1,2019-04-03,15383.40554548578
1,2019-04-04,15359.563476556252
1,2019-04-05,15409.978279867759
1,2019-04-06,15534.074218770638
1,2019-04-07,15435.516993847508
1,2019-04-08,15645.236229428661
1,2019-04-09,15635.092254944833
1,2019-04-10,15593.55602559251
1,2019-04-11,15508.38238957869
1,2019-04-12,15251.624864849811
1,2019-04-13,15340.182137730755
1,2019-04-14,15461.336251254614
1,2019-04-15,15428.523855861167
1,2019-04-16,15437.374166209574
1,2019-04-17,15526.304080100206
1,2019-04-18,15321.087308570712
1,2019-04-19,15307.72327672871
1,2019-04-20,15405.00195586946
1,2019-04-21,15252.63987841108
1,2019-04-22,15313.198741172337
1,2019-04-23,15151.2273625354
1,2019-04-24,15215.219790123108
1,2019-04-25,15222.97412889524
1,2019-04-26,15056.277497067815
1,2019-04-27,15160.245011330435
1,2019-04-28,15115.59967651167
1,2019-04-29,14991.383147758961
1,2019-04-30,15012.357643747177
1,2019-05-01,15151.405080251876
1,2019-05-02,15056.725489536982
1,2019-05-03,15080.11823640182
1,2019-05-04,15138.597808292223
1,2019-05-05,15202.204856768118
1,2019-05-06,15254.785780959764
1,2019-05-07,15199.985057823513
1,2019-05-08,15121.410097187774
1,2019-05-09,15122.30411732597
1,2019-05-10,14984.631126520422
1,2019-05-11,14695.199990618079
1,2019-05-12,14795.96503655721
1,2019-05-13,14888.551060798662
1,2019-05-14,14650.997746622377
1,2019-05-15,14575.07342141278
1,2019-05-16,14611.883903148166
1,2019-05-17,14867.46677429322
1,2019-05-18,14858.584673629677
1,2019-05-19,14791.721355232725
1,2019-05-20,14798.005538295201
1,2019-05-21,14949.649457506725
1,2019-05-22,14924.676723858127
1,2019-05-23,14817.870734621723
1,2019-05-24,14803.94154306664
1,2019-05-25,14639.490130058683
1,2019-05-26,14651.250549938135
1,2019-05-27,14841.146966337596
1,2019-05-28,14877.732356555767
1,2019-05-29,14851.79846123461
1,2019-05-30,14824.020127138643
1,2019-05-31,14659.440242000266
1,2019-06-01,14775.78572454881
1,2019-06-02,14747.324390149877
1,2019-06-03,14766.345216656648
1,2019-06-04,15108.47566530424
1,2019-06-05,15112.123368435823
1,2019-06-06,15063.814959037116
1,2019-06-07,15036.136274154458
1,2019-06-08,15154.359077912437
1,2019-06-09,15123.361269174799
1,2019-06-10,14981.620766240789
1,2019-06-11,15099.256663758291
1,2019-06-12,15052.222458723489
1,2019-06-13,15313.160856157463
1,2019-06-14,15448.56407442806
1,2019-06-15,15361.440208791595
1,2019-06-16,15500.463450192581
1,2019-06-17,15540.170390595698
1,2019-06-18,15661.40234898496
1,2019-06-19,15680.328150749376
1,2019-06-20,15605.01211993095
1,2019-06-21,15573.413617406828
1,2019-06-22,15682.192838174567
1,2019-06-23,15664.36580870875
1,2019-06-24,15598.597711884848
1,2019-06-25,15528.89872639149
1,2019-06-26,15569.292652785765
1,2019-06-27,15841.918655475336
1,2019-06-28,15708.282367118813
1,2019-06-29,15703.857389757153
1,2019-06-30,15879.899385558694
1,2019-07-01,15867.09088826266
1,2019-07-02,15930.799837269115
1,2019-07-03,15836.028531488162
1,2019-07-04,15839.150833447016
1,2019-07-05,15848.180767500244
1,2019-07-06,15933.486184691112
1,2019-07-07,16128.103404415191
1,2019-07-08,16446.898447430016
1,2019-07-09,16532.715192791286
1,2019-07-10,16594.97352526312
1,2019-07-11,16606.96304722807
1,2019-07-12,16585.033980170112
1,2019-07-13,16623.603521149347
1,2019-07-14,16600.569824026836
1,2019-07-15,16608.248934892687
1,2019-07-16,16790.00717750449
1,2019-07-17,16672.9505526821
1,2019-07-18,16785.003187887265
1,2019-07-19,16965.126643035674
1,2019-07-20,16961.784438246992
1,2019-07-21,16736.284015315454
1,2019-07-22,16623.454863666288
1,2019-07-23,16871.087193077346
1,2019-07-24,16835.580560684783
1,2019-07-25,16732.596247425423
1,2019-07-26,16713.861402783266
1,2019-07-27,16784.670463309238
1,2019-07-28,16876.531856709888
1,2019-07-29,16861.529510033448
1,2019-07-30,16788.91434639603
1,2019-07-31,16739.843621239917
1,2019-08-01,16639.39721471678
1,2019-08-02,16876.85959422279
1,2019-08-03,16826.25182640566
1,2019-08-04,17012.12795315106
1,2019-08-05,17205.275749754393
1,2019-08-06,17316.624188094094
1,2019-08-07,17249.95581952398
1,2019-08-08,17325.233055864464
1,2019-08-09,17328.174047494565
1,2019-08-10,17244.1109031381
1,2019-08-11,17304.295654899197
1,2019-08-12,17168.437228817136
1,2019-08-13,17325.004238449783
1,2019-08-14,17229.849358976175
1,2019-08-15,17266.733429381264
1,2019-08-16,17318.39734302282
1,2019-08-17,17290.139164154676
1,2019-08-18,17379.056062833803
1,2019-08-19,17293.576146828775
1,2019-08-20,17425.96623500774
1,2019-08-21,17246.41338658697
1,2019-08-22,17258.77674799248
1,2019-08-23,17518.61023896491
1,2019-08-24,17412.610546105723
1,2019-08-25,17333.610838830828
1,2019-08-26,17415.456907447988
1,2019-08-27,17444.156341467824
1,2019-08-28,17509.875290684766
1,2019-08-29,17551.999227718894
1,2019-08-30,17710.630540267684
1,2019-08-31,17826.793361592627
1,2019-09-01,17905.3347318928
1,2019-09-02,17891.95270772941
1,2019-09-03,17968.69378359297
1,2019-09-04,18248.435657421272
1,2019-09-05,18237.38146886311
1,2019-09-06,18109.03528808781
1,2019-09-07,18256.834368134038
1,2019-09-08,18303.503634375575
1,2019-09-09,18015.324910204254
1,2019-09-10,18083.38908432767
1,2019-09-11,18002.50525524308
1,2019-09-12,17965.20418999671
1,2019-09-13,18028.202059649655
1,2019-09-14,18080.097966354253
1,2019-09-15,18201.787739291944
1,2019-09-16,18169.567969799067
1,2019-09-17,18297.854931189275
1,2019-09-18,18265.42018567451
1,2019-09-19,18384.16382270405
1,2019-09-20,18487.71802438162
1,2019-09-21,18337.41036181501
1,2019-09-22,18521.571448382703
1,2019-09-23,18482.382997641387
1,2019-09-24,18621.65877433549
1,2019-09-25,18653.208157667
1,2019-09-26,18925.56543941997
1,2019-09-27,18952.16197657363
1,2019-09-28,18886.282516781175
1,2019-09-29,18856.05923129698
1,2019-09-30,18869.1798901388
1,2019-10-01,18963.549040948204
1,2019-10-02,18745.27489479105
1,2019-10-03,18626.865702565967
1,2019-10-04,18497.67453012656
1,2019-10-05,18620.6827050488
1,2019-10-06,18858.987575680887
1,2019-10-07,18856.38490644289
1,2019-10-08,18872.685510197913
1,2019-10-09,18846.89022700248
1,2019-10-10,19061.464084894444
1,2019-10-11,18915.27653438614
1,2019-10-12,18970.46233147729
1,2019-10-13,19101.01512771081
1,2019-10-14,19153.70084546289
1,2019-10-15,19242.281623970983
1,2019-10-16,19409.03059662285
1,2019-10-17,19054.484867726816
1,2019-10-18,19175.491471828343
1,2019-10-19,19080.662347517686
1,2019-10-20,18862.23565145232
1,2019-10-21,18915.104269927426
1,2019-10-22,19064.797324893858
1,2019-10-23,19114.810742018028
1,2019-10-24,19246.455974847424
1,2019-10-25,19502.514200040405
1,2019-10-26,19698.776279110887
1,2019-10-27,19990.950562794133
1,2019-10-28,20107.7223321033
1,2019-10-29,20165.594474183108
1,2019-10-30,19885.700944021526
1,2019-10-31,19842.035883319575
1,2019-11-01,19728.434801189494
1,2019-11-02,20084.620543103134
1,2019-11-03,20044.295644499736
1,2019-11-04,20055.431560007823
1,2019-11-05,20181.486452333964
1,2019-11-06,20191.329656174734
1,2019-11-07,20439.858450382468
1,2019-11-08,20379.285278921227
1,2019-11-09,20411.494497904714
1,2019-11-10,20269.39030245579
1,2019-11-11,20106.893558261025
1,2019-11-12,19993.884678536007
1,2019-11-13,20039.750813413277
1,2019-11-14,19931.244114587094
1,2019-11-15,19871.414783921744
1,2019-11-16,19678.46428008363
1,2019-11-17,19707.194104073977
1,2019-11-18,19481.531036622477
1,2019-11-19,19596.51809534128
1,2019-11-20,19583.40578599109
1,2019-11-21,19433.047131420328
1,2019-11-22,19359.204921262037
1,2019-11-23,19240.303769827813
1,2019-11-24,19299.516291650405
1,2019-11-25,19521.573650261475
1,2019-11-26,19258.183666290992
1,2019-11-27,19306.80902004805
1,2019-11-28,19304.819406981405
1,2019-11-29,19421.166436564807
1,2019-11-30,19468.97722787076
1,2019-12-01,19368.30030830251
1,2019-12-02,19307.648362639826
1,2019-12-03,19183.006536577777
1,2019-12-04,19392.486937540514
1,2019-12-05,19368.974678140927
1,2019-12-06,19626.62366510885
1,2019-12-07,19621.387856223562
1,2019-12-08,19573.666773184043
1,2019-12-09,19317.764799319415
1,2019-12-10,19095.75834178631
1,2019-12-11,18818.726914593648
1,2019-12-12,18891.552042355543
1,2019-12-13,18973.20821920916
1,2019-12-14,18760.627959174722
1,2019-12-15,18879.46361790536
1,2019-12-16,18838.33369071726
1,2019-12-17,18822.232481677118
1,2019-12-18,19104.568490113044
1,2019-12-19,19307.660639656446
1,2019-12-20,19267.664344484914
1,2019-12-21,19091.073797875553
1,2019-12-22,18797.125176923557
1,2019-12-23,18718.11607695502
1,2019-12-24,18689.390359784116
1,2019-12-25,18570.096874576597
1,2019-12-26,18565.455064861133
1,2019-12-27,18588.328447083473
1,2019-12-28,18524.192858986313
1,2019-12-29,18443.288888434363
1,2019-12-30,18539.64718739574
1,2019-12-31,18657.91155095932
1,2020-01-01,18434.243335032606
1,2020-01-02,18677.15625871894
1,2020-01-03,18711.544491678214
1,2020-01-04,18683.360363613665
1,2020-01-05,18798.96361103119
1,2020-01-06,18822.595689616508
1,2020-01-07,18990.381246459543
1,2020-01-08,19007.91444083026
1,2020-01-09,18912.468702440103
1,2020-01-10,19003.897963597305
1,2020-01-11,18802.20737693716
1,2020-01-12,18828.671050069963
1,2020-01-13,18857.982203020078
1,2020-01-14,18843.10927853631
1,2020-01-15,18771.262135964025
1,2020-01-16,18532.081610769983
1,2020-01-17,18465.8314837865
1,2020-01-18,18499.09728898384
1,2020-01-19,18552.3672649919
1,2020-01-20,18380.00476699231
1,2020-01-21,18597.177231025616
1,2020-01-22,18459.040626477148
1,2020-01-23,18628.407843055804
1,2020-01-24,18661.75014385369
1,2020-01-25,18624.538012055615
1,2020-01-26,18853.400888699336
1,2020-01-27,18731.599321547375
1,2020-01-28,18830.438114970028
1,2020-01-29,19022.70538453877
1,2020-01-30,18883.371407262042
1,2020-01-31,19116.969662724714
1,2020-02-01,19089.05402982485
1,2020-02-02,19143.98671430212
1,2020-02-03,19155.999122077486
1,2020-02-04,19149.04887904512
1,2020-02-05,19288.73179850664
1,2020-02-06,19391.55162953306
1,2020-02-07,19175.472490157215
1,2020-02-08,19373.625969868728
1,2020-02-09,19230.128376800465
1,2020-02-10,19309.759267796522
1,2020-02-11,19480.58201785183
1,2020-02-12,19342.674557269114
1,2020-02-13,19288.933384706124
1,2020-02-14,19124.370765120464
1,2020-02-15,19110.509988737762
1,2020-02-16,19098.50272544393
1,2020-02-17,19215.965697150812
1,2020-02-18,19396.576521825584
1,2020-02-19,19631.935977321653
1,2020-02-20,19540.758302132737
1,2020-02-21,19508.808597300405
1,2020-02-22,19302.899215903803
1,2020-02-23,19173.954697583493
1,2020-02-24,19276.558814842378
1,2020-02-25,19564.63910147917
1,2020-02-26,19338.37097671813
1,2020-02-27,19296.34603552378
1,2020-02-28,19288.18051747126
1,2020-02-29,19319.871283219054
1,2020-03-01,19217.238545881853
1,2020-03-02,19280.705608476288
1,2020-03-03,19235.252199089817
1,2020-03-04,19216.679258254408
1,2020-03-05,19274.740448427903
1,2020-03-06,19316.95021785022
1,2020-03-07,19246.961972949484
1,2020-03-08,19256.786612294254
1,2020-03-09,19198.00467847324
1,2020-03-10,19158.48225806313
1,2020-03-11,19144.909356291177
1,2020-03-12,19401.176283734934
1,2020-03-13,19478.191726287027
1,2020-03-14,19393.541264429892
1,2020-03-15,19549.79150696933
1,2020-03-16,19453.448362478648
1,2020-03-17,19675.905108427916
1,2020-03-18,19730.1322248828
1,2020-03-19,19754.565454003827
1,2020-03-20,19803.722770577297
1,2020-03-21,19558.864452662878
1,2020-03-22,19389.599972182015
1,2020-03-23,19254.091404857983
1,2020-03-24,19271.39586917762
1,2020-03-25,19557.589270737848
1,2020-03-26,19875.078515066103
1,2020-03-27,20026.75051469306
1,2020-03-28,20097.195044338496
1,2020-03-29,19830.87108732557
1,2020-03-30,19724.864559583166
1,2020-03-31,19650.976815094193
1,2020-04-01,19590.71717252987
