profile_id,window_id,age_numeric,income,education_numeric,job_sector_numeric,risk_tolerance,investment_goal_numeric,investment_horizon,liquidity_needs,stock_mean_return,stock_volatility,bond_mean_return,bond_volatility,interest_rate_mean,inflation_rate_mean,unemployment_rate_mean
281,0,0,215524,2,1,0.73,3,28,0.42,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
884,0,3,37430,1,0,0.32,0,12,0.43,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
762,0,5,21138,1,4,0.24,0,8,0.35,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
320,0,1,34202,1,2,0.54,0,26,0.44,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
550,0,4,75887,0,0,0.4,0,15,0.28,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
175,0,1,95695,2,6,0.78,3,12,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
372,0,3,33152,3,4,0.46,3,28,0.38,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
528,0,3,25897,2,1,0.35,0,20,0.33,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
211,0,0,12552,2,1,0.47,1,15,0.51,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
236,0,5,194053,0,2,0.56,2,10,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
102,0,2,90929,4,2,0.44,2,3,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
987,0,3,85277,0,8,0.39,3,17,0.6,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
903,0,2,34002,2,4,0.46,1,7,0.55,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
948,0,5,20437,0,3,0.22,0,8,0.52,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
347,0,4,43268,1,0,0.38,0,10,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
140,0,4,44866,0,8,0.24,2,8,0.45,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
622,0,5,75494,3,0,0.18,3,12,0.19,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
500,0,2,10751,0,5,0.59,3,17,0.52,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
371,0,3,169682,3,4,0.29,2,6,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
199,0,3,102513,2,1,0.47,1,11,0.45,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
688,0,2,30587,0,8,0.28,3,13,0.35,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
585,0,5,13885,1,0,0.35,0,10,0.42,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
902,0,0,45840,0,5,0.53,0,36,0.34,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
60,0,4,954939,3,3,0.22,1,7,0.53,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
329,0,2,30072,2,1,0.46,2,6,0.35,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
97,0,0,19638,0,8,0.79,0,35,0.5,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
313,0,2,35010,0,4,0.27,3,27,0.16,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
975,0,2,89756,3,2,0.53,3,13,0.42,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
300,0,3,43766,0,5,0.52,2,5,0.4,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
278,0,4,170336,1,4,0.22,4,9,0.63,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
925,0,4,37386,2,1,0.34,3,5,0.5,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
602,0,3,46356,1,7,0.46,1,9,0.52,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
440,0,0,72615,1,6,0.33,2,6,0.29,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
838,0,4,37718,1,3,0.38,0,14,0.48,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
571,0,3,76395,2,2,0.28,1,16,0.62,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
880,0,0,791423,3,1,0.64,0,37,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
262,0,5,23301,1,3,0.27,0,9,0.63,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
579,0,4,131532,3,7,0.31,3,14,0.28,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
24,0,1,93476,3,1,0.39,0,28,0.73,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
31,0,3,71640,2,0,0.61,3,20,0.36,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
618,0,4,46590,1,3,0.41,3,13,0.33,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
11,0,5,12252,1,6,0.38,0,4,0.29,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
222,0,5,437655,4,2,0.33,1,9,0.5,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
821,0,5,16348,0,5,0.22,1,5,0.39,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
297,0,5,38651,4,2,0.32,0,10,0.6,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
55,0,1,33133,2,4,0.58,2,10,0.32,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
543,0,5,181292,3,1,0.17,0,9,0.34,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
210,0,0,15624,1,5,0.5,1,18,0.48,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
605,0,1,31985,2,9,0.32,0,25,0.41,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
693,0,3,47340,1,6,0.57,4,22,0.54,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
663,0,4,29742,1,1,0.38,0,5,0.49,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
867,0,3,197322,2,1,0.8,0,17,0.13,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
71,0,2,56587,2,8,0.37,0,21,0.48,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
544,0,2,49789,1,1,0.46,2,6,0.58,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
108,0,0,4507,0,6,0.5,3,26,0.32,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
494,0,3,104556,2,1,0.53,1,5,0.42,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
591,0,0,62551,2,2,0.63,2,3,0.47,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
742,0,2,143132,4,1,0.53,4,23,0.23,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
293,0,5,3726660,2,2,0.47,3,13,0.24,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
290,0,2,44174,2,8,0.24,3,14,0.15,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
653,0,1,49949,2,6,0.53,3,20,0.42,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
40,0,1,36527,1,7,0.66,3,29,0.65,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
590,0,1,75347,2,5,0.27,4,24,0.61,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
308,0,1,85765,2,1,0.77,4,10,0.43,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
680,0,3,434268,4,2,0.54,1,18,0.22,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
67,0,2,49998,2,2,0.17,2,9,0.73,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
276,0,5,2951,0,6,0.54,2,7,0.49,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
68,0,3,46748,2,1,0.57,0,11,0.46,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
319,0,2,235441,4,0,0.36,1,14,0.33,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
549,0,4,5627,0,5,0.46,3,9,0.39,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
999,0,0,16081,0,4,0.83,0,36,0.56,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
715,0,1,34400,3,2,0.38,0,29,0.35,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
754,0,4,14867,1,3,0.36,0,11,0.7,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
328,0,1,33448,2,6,0.51,0,28,0.52,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
383,0,3,44461,2,1,0.17,3,29,0.55,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
452,0,2,20735,0,0,0.29,3,30,0.39,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
523,0,2,82137,2,0,0.48,0,17,0.28,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
219,0,3,49304,1,0,0.38,2,5,0.32,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
788,0,1,132358,2,1,0.42,0,35,0.62,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
437,0,4,568842,3,0,0.39,0,14,0.1,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
765,0,2,16185,4,5,0.32,1,8,0.53,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
89,0,3,156368,4,1,0.58,3,20,0.29,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
64,0,3,25449,0,9,0.56,0,17,0.61,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
827,0,2,244559,1,0,0.55,3,14,0.27,-0.0005113801688695365,0.009369230498457132,0.00018191708390097628,0.003288575565230815,0.03004520885815908,0.017990453875782273,0.050048414649948775
522,1,3,44148,3,5,0.54,0,14,0.43,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
738,1,1,27392,3,5,0.42,2,4,0.54,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
741,1,0,4644,0,4,0.9,2,5,0.66,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
661,1,2,161176,1,0,0.3,3,22,0.11,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
412,1,3,37978,2,0,0.26,1,12,0.67,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
679,1,0,20977,2,6,0.46,4,17,0.47,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
627,1,0,16582,0,5,0.58,1,18,0.28,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
514,1,0,67916,3,3,0.2,3,19,0.4,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
860,1,3,13314,0,8,0.36,0,16,0.6,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
137,1,5,19579,1,5,0.32,1,16,0.44,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
812,1,0,982,0,3,0.32,4,11,0.43,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
77,1,1,9670,0,3,0.38,0,29,0.67,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
637,1,1,34720,1,4,0.23,4,24,0.54,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
974,1,0,1348519,3,1,0.64,1,6,0.24,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
939,1,3,43350,2,4,0.37,0,15,0.9,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
900,1,2,868821,3,2,0.67,2,4,0.48,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
281,1,0,215524,2,1,0.73,3,28,0.42,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
884,1,3,37430,1,0,0.32,0,12,0.43,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
762,1,5,21138,1,4,0.24,0,8,0.35,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
320,1,1,34202,1,2,0.54,0,26,0.44,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
550,1,4,75887,0,0,0.4,0,15,0.28,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
175,1,1,95695,2,6,0.78,3,12,0.36,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
372,1,3,33152,3,4,0.46,3,28,0.38,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
528,1,3,25897,2,1,0.35,0,20,0.33,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
211,1,0,12552,2,1,0.47,1,15,0.51,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
236,1,5,194053,0,2,0.56,2,10,0.36,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
102,1,2,90929,4,2,0.44,2,3,0.36,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
987,1,3,85277,0,8,0.39,3,17,0.6,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
903,1,2,34002,2,4,0.46,1,7,0.55,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
948,1,5,20437,0,3,0.22,0,8,0.52,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
347,1,4,43268,1,0,0.38,0,10,0.36,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
140,1,4,44866,0,8,0.24,2,8,0.45,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
622,1,5,75494,3,0,0.18,3,12,0.19,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
500,1,2,10751,0,5,0.59,3,17,0.52,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
371,1,3,169682,3,4,0.29,2,6,0.36,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
199,1,3,102513,2,1,0.47,1,11,0.45,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
688,1,2,30587,0,8,0.28,3,13,0.35,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
585,1,5,13885,1,0,0.35,0,10,0.42,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
902,1,0,45840,0,5,0.53,0,36,0.34,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
60,1,4,954939,3,3,0.22,1,7,0.53,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
329,1,2,30072,2,1,0.46,2,6,0.35,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
97,1,0,19638,0,8,0.79,0,35,0.5,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
313,1,2,35010,0,4,0.27,3,27,0.16,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
975,1,2,89756,3,2,0.53,3,13,0.42,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
300,1,3,43766,0,5,0.52,2,5,0.4,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
278,1,4,170336,1,4,0.22,4,9,0.63,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
925,1,4,37386,2,1,0.34,3,5,0.5,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
602,1,3,46356,1,7,0.46,1,9,0.52,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
440,1,0,72615,1,6,0.33,2,6,0.29,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
838,1,4,37718,1,3,0.38,0,14,0.48,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
571,1,3,76395,2,2,0.28,1,16,0.62,0.00017796373609727935,0.009388181285496863,0.0003521146225083652,0.0032974806952544627,0.030035133875915547,0.016888144914559346,0.05019840124812999
